"미션ID","축","영역","행운의행동","유형","측정분류","측정데이터_핵심","모델연동","측정시작조건","완료판정","행운의위치_후보","행운의숫자_최소","행운의숫자_최대","행운의숫자_간격","단위","시간대","오늘의운세_해석","오늘의한줄_템플릿","수행안내_안전문구","안전태그","시니어안전","검수상태","운동종목","운동강도","강도근거","강도판정메모","추천노출가중치","추천노출풀","추천노출조건","운동집계반영안","검토_우선순위","검토_주요문제","검토_수정제안"
"LOG_ENERGY_11","金","기록","오늘 활력 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","1","1","번","아침,저녁","내 몸의 기운을 알아차리면 선택운이 좋아져요.","오늘 활력을 {num}{unit} 남겨보기!","숫자가 어렵다면 높음과 보통과 낮음으로 적어도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_GRATITUDE_12","金","기록","고마운 일 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","3","1","가지","저녁","고마움을 적는 순간 오늘의 복이 오래 남아요.","오늘 고마운 일 {num}{unit} 적어두기!","사람이나 날씨처럼 사소한 것도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_WIN_13","金","기록","해낸 일 표시하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,지금 있는 곳","1","3","1","가지","저녁","해낸 것을 보면 자신감의 운이 커져요.","오늘 해낸 일 {num}{unit} 표시하기!","아주 작은 행동도 해낸 일로 적어도 돼요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_REST_14","金","기록","쉰 시간 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","번","저녁","휴식도 기록하면 나를 돌보는 길이 보여요.","오늘 쉰 순간 {num}{unit} 적어두기!","정확한 시간보다 쉬었다는 사실만 남겨도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_WEATHER_15","金","기록","오늘 날씨 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,창가","1","2","1","가지","아침,저녁","하늘을 살피면 오늘의 감각운이 맑아져요.","오늘 날씨 느낌 {num}{unit} 적어두기!","맑음이나 흐림처럼 짧게 적으면 돼요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_PAIN_16","金","기록","불편한 곳 확인하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","3","1","곳","저녁","몸의 신호를 알아차리는 것이 오늘의 지혜운이에요.","오늘 불편한 곳 {num}{unit} 확인하기!","통증이 심하거나 계속되면 의료진에게 상담하세요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_HUNGER_17","金","기록","배고픔 느낌 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방,책상 앞","1","3","1","번","점심,저녁","내 감각을 적어두면 식사의 균형운이 자라요.","식사 전 배고픔 느낌 {num}{unit} 적기!","정답은 없으니 배고픔이나 보통처럼 적어요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_SMILE_18","金","기록","웃었던 순간 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","가지","저녁","웃음의 기억이 오늘의 관계운을 따뜻하게 해줘요.","오늘 웃었던 순간 {num}{unit} 적어두기!","작은 미소도 충분히 적을 만해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_CONTACT_19","金","기록","연락한 사람 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,지금 있는 곳","1","2","1","명","저녁","이어진 관계가 오늘의 마음운을 지켜줘요.","오늘 안부를 나눈 사람 {num}{unit} 적기!","이름 대신 가족이나 친구처럼 적어도 돼요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_OUTDOOR_20","金","기록","밖에 나간 시간 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","번","저녁","밖으로 나간 발걸음을 기억하면 활력운이 남아요.","오늘 밖에 나간 때 {num}{unit} 적어두기!","현관 앞에 나간 것도 기록해도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_FOOD_COLOR_21","金","기록","먹은 음식 색 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방,책상 앞","1","3","1","가지","저녁","색을 기록하면 오늘의 식사운이 다채로워져요.","오늘 먹은 음식 색 {num}{unit} 적어두기!","정확한 이름 대신 색만 적어도 괜찮아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_BREATH_22","金","기록","숨 고른 순간 표시하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","3","1","번","저녁","호흡을 돌아보면 마음의 균형운이 찾아와요.","오늘 숨을 고른 순간 {num}{unit} 표시하기!","한 번이라도 알아차렸다면 충분해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_POSTURE_23","金","기록","자세 점검 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","3","1","번","저녁","자세를 살피면 내 몸과의 연결운이 깊어져요.","오늘 자세를 바로잡은 때 {num}{unit} 적기!","자책하지 말고 알아차린 것만 적어요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_SCREEN_24","金","기록","화면 쉰 시간 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","번","저녁","화면을 쉬게 한 선택이 마음의 여백운을 줘요.","오늘 화면을 쉰 때 {num}{unit} 적어두기!","몇 분이었는지 몰라도 괜찮아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_FAVORITE_25","金","기록","좋았던 음식 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방,책상 앞","1","2","1","가지","저녁","좋아한 것을 기억하면 일상의 기쁨운이 커져요.","오늘 좋았던 음식 {num}{unit} 적어두기!","건강 평가 없이 맛있었던 것만 적어도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_CHALLENGE_26","金","기록","어려웠던 순간 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","가지","저녁","어려움을 알아차리면 내일의 지혜운이 생겨요.","오늘 어려웠던 순간 {num}{unit} 적어두기!","해결책까지 쓰지 않아도 괜찮아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_HELP_27","金","기록","도움 받은 일 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","가지","저녁","도움을 기억하면 관계의 복이 깊어져요.","오늘 도움 받은 일 {num}{unit} 적어두기!","작은 배려도 기록해도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_SELFCARE_28","金","기록","나를 돌본 행동 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","3","1","가지","저녁","나를 챙긴 기록이 내일의 행운을 키워줘요.","오늘 나를 돌본 행동 {num}{unit} 적어두기!","쉬기나 물 마시기도 충분한 행동이에요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_INTENTION_29","金","기록","오늘의 마음 정하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","1","1","가지","아침","마음을 정하면 오늘의 방향운이 분명해져요.","오늘의 마음 {num}{unit} 적어두기!","편안하게나 천천히처럼 한 단어도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_LEARN_30","金","기록","오늘 알게 된 것 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","가지","저녁","깨달음을 적는 순간 성장의 운이 쌓여요.","오늘 알게 된 것 {num}{unit} 적어두기!","별것 아닌 발견도 괜찮아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_HOME_31","金","기록","집에서 한 움직임 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","3","1","가지","저녁","집 안의 움직임도 오늘의 성취운이 돼요.","오늘 집에서 움직인 일 {num}{unit} 적어두기!","청소나 요리도 움직임으로 적어도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_PREP_32","金","기록","내일 준비한 것 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","3","1","가지","저녁","준비의 기록이 내일의 여유운을 남겨줘요.","내일을 위해 준비한 것 {num}{unit} 적어두기!","옷이나 물병처럼 작은 준비도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_CARD_33","金","기록","오늘 카드 느낌 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,지금 있는 곳","1","2","1","문장","저녁","카드와 나눈 대화가 오늘의 통찰운을 줘요.","오늘 카드 느낌 {num}{unit} 적어두기!","한 단어만 적어도 충분해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","목표 단위 문장과 한 단어도 충분하다는 안내가 다름","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기 / 한 줄/한 단어 완료 규칙을 하나로 정리"
"LOG_PROGRESS_34","金","기록","지난 기록과 비교하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞","2","5","1","분","저녁","비교보다 발견에 집중하면 성장운이 보여요.","{place}에서 {num}{unit} 지난 기록 살펴보기!","부족한 점보다 달라진 점 하나를 찾아봐요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_FUTURE_35","金","기록","다음에 해볼 것 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","가지","저녁","다음 한 걸음을 적으면 기회의 운이 가까워져요.","다음에 해볼 것 {num}{unit} 적어두기!","바로 할 수 있는 쉬운 행동을 골라요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_RELAX_36","金","기록","편안했던 순간 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","3","1","가지","저녁","편안함을 기억하면 마음의 복이 오래가요.","오늘 편안했던 순간 {num}{unit} 적어두기!","잠깐 창을 본 것도 충분해요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_SUPPORT_37","金","기록","응원할 사람 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","명","저녁","응원의 마음이 관계의 기운을 따뜻하게 해줘요.","오늘 응원할 사람 {num}{unit} 적어두기!","이름을 쓰기 어렵다면 떠올리기만 해도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_TOMORROW_FEEL_38","金","기록","내일 기대 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","2","1","가지","저녁","기대 하나가 내일의 밝은 운을 불러와요.","내일 기대하는 것 {num}{unit} 적어두기!","아주 소소한 일도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_BREATHING_39","金","기록","호흡 후 느낌 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","단어","언제나","느낌을 붙잡는 순간 마음의 방향운이 또렷해져요.","숨을 고른 뒤 느낌 {num}{unit} 적기!","편함이나 보통처럼 짧게 적으면 돼요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"LOG_CLOSE_40","金","기록","오늘 한 줄 마무리","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","1","1","문장","저녁","하루를 마무리하는 한 줄이 내일의 운을 준비해줘요.","오늘을 {num}{unit}으로 마무리하기!","완전한 문장이 아니어도 괜찮아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"DRINK_WATER_01","水","수분·회복","물 마시기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실,지금 있는 곳","1","2","1","잔","언제나","맑은 한 모금이 오늘의 기운을 채워줘요.","{place}에서 물 {num}{unit} 마시기!","한 번에 많이 마시기보다 천천히 나눠 마셔요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WATER_WAKE_02","水","수분·회복","일어나서 물 마시기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방","1","1","1","잔","아침","아침 한 잔이 오늘의 흐름을 산뜻하게 열어요.","일어나서 물 {num}{unit} 마시기!","미지근한 물을 한 모금씩 마셔도 좋아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WATER_MEAL_03","水","수분·회복","식사 전 물 마시기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방,지금 있는 곳","1","1","1","잔","점심,저녁","식사 전의 작은 여유가 몸의 리듬을 도와줘요.","밥 먹기 전에 물 {num}{unit} 마시기!","속이 불편하면 식사와 시간을 조금 띄워요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"FILL_TUMBLER_04","水","수분·회복","텀블러 채워두기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","2","1","번","아침,오후","눈에 보이는 준비가 오늘의 돌봄운을 지켜줘요.","{place}에서 텀블러 {num}{unit} 채워두기!","손이 닿는 곳에 두면 자연스럽게 마시기 쉬워요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WATER_SWAP_05","水","수분·회복","음료 한 잔 물로 바꾸기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,책상 앞","1","2","1","잔","오후","작은 바꾸기가 오늘의 몸을 가볍게 해줘요.","오늘 마실 음료 중 {num}{unit}은 물로 바꿔보기!","커피를 꼭 줄이라는 뜻은 아니에요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"SIP_PAUSE_06","水","수분·회복","한 모금 쉬어가기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","3","1","번","언제나","잠깐의 한 모금이 오늘의 속도를 고르게 해줘요.","{place}에서 물 한 모금 {num}{unit} 마시기!","갈증이 나기 전에 편하게 한 모금 마셔요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WATER_BOTTLE_07","水","수분·회복","물병 가까이 두기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","1","1","개","아침","가까이 둔 물병이 오늘의 회복운을 도와줘요.","{place}에 물병 {num}{unit} 가까이 두기!","넘어지지 않는 자리를 골라요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"DEEP_BREATH_08","水","수분·회복","깊게 숨 쉬기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실,지금 있는 곳","1","3","1","분","언제나","호흡을 고르면 오늘의 마음운도 잔잔해져요.","{place}에서 {num}{unit} 깊게 숨 쉬기!","어지러우면 평소 호흡으로 돌아와요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"EYE_REST_09","水","수분·회복","눈 쉬게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","3","1","분","오후","잠깐의 눈 휴식이 오늘의 시야운을 맑게 해줘요.","{place}에서 {num}{unit} 눈 쉬게 하기!","눈을 감거나 먼 곳을 편하게 바라봐요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"NECK_RELAX_10","水","수분·회복","목과 어깨 풀기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","3","1","분","언제나","긴장을 풀면 오늘의 기운이 다시 흐르기 시작해요.","{place}에서 {num}{unit} 목과 어깨 풀기!","고개를 천천히 기울이고 아프면 멈춰요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"SIT_QUIET_11","水","수분·회복","아무것도 안 하고 앉기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,가까운 공원,지금 있는 곳","3","5","1","분","저녁","아무것도 하지 않는 시간이 오늘의 여백운이에요.","{place}에서 {num}{unit} 조용히 앉아 있기!","휴대폰을 잠시 내려놓고 편한 자세로 앉아요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"WINDOW_GAZE_12","水","수분·회복","창밖 보기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,창가","1","3","1","분","언제나","창밖을 바라보면 마음의 흐름이 환기돼요.","{place}에서 {num}{unit} 창밖 보기!","눈부시면 시선을 조금 아래로 두어요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
"SHOULDER_BREATH_13","水","수분·회복","어깨 내리며 숨 쉬기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","3","5","1","번","언제나","내쉬는 숨마다 오늘의 무거움이 가벼워져요.","{place}에서 어깨를 내리며 숨 {num}{unit} 쉬기!","숨을 길게 억지로 참지 않아도 돼요.","","Y","검수대기","해당없음","","","","1","일반","기존 노출 유지","현 생활습관 운동 입력에는 미반영","P3","운동 점수용이 아닌 생활 실천 미션으로 유지 가능","실천 기록으로 유지; 완료 횟수를 유산소 분이나 근력 일수로 바꾸지 않기"
