"미션ID","축","영역","행운의행동","유형","측정분류","측정데이터_핵심","모델연동","측정시작조건","완료판정","행운의위치_후보","행운의숫자_최소","행운의숫자_최대","행운의숫자_간격","단위","시간대","오늘의운세_해석","오늘의한줄_템플릿","수행안내_안전문구","안전태그","시니어안전","검수상태"
"LOG_HOME_31","金","기록","집에서 한 움직임 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","3","1","가지","저녁","집 안의 움직임도 오늘의 성취운이 돼요.","오늘 집에서 움직인 일 {num}{unit} 적어두기!","청소나 요리도 움직임으로 적어도 좋아요.","","Y","검수대기"
"LOG_PREP_32","金","기록","내일 준비한 것 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","3","1","가지","저녁","준비의 기록이 내일의 여유운을 남겨줘요.","내일을 위해 준비한 것 {num}{unit} 적어두기!","옷이나 물병처럼 작은 준비도 좋아요.","","Y","검수대기"
"LOG_CARD_33","金","기록","오늘 카드 느낌 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,지금 있는 곳","1","2","1","문장","저녁","카드와 나눈 대화가 오늘의 통찰운을 줘요.","오늘 카드 느낌 {num}{unit} 적어두기!","한 단어만 적어도 충분해요.","","Y","검수대기"
"LOG_PROGRESS_34","金","기록","지난 기록과 비교하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞","2","5","1","분","저녁","비교보다 발견에 집중하면 성장운이 보여요.","{place}에서 {num}{unit} 지난 기록 살펴보기!","부족한 점보다 달라진 점 하나를 찾아봐요.","","Y","검수대기"
"LOG_FUTURE_35","金","기록","다음에 해볼 것 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","가지","저녁","다음 한 걸음을 적으면 기회의 운이 가까워져요.","다음에 해볼 것 {num}{unit} 적어두기!","바로 할 수 있는 쉬운 행동을 골라요.","","Y","검수대기"
"LOG_RELAX_36","金","기록","편안했던 순간 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","3","1","가지","저녁","편안함을 기억하면 마음의 복이 오래가요.","오늘 편안했던 순간 {num}{unit} 적어두기!","잠깐 창을 본 것도 충분해요.","","Y","검수대기"
"LOG_SUPPORT_37","金","기록","응원할 사람 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","명","저녁","응원의 마음이 관계의 기운을 따뜻하게 해줘요.","오늘 응원할 사람 {num}{unit} 적어두기!","이름을 쓰기 어렵다면 떠올리기만 해도 좋아요.","","Y","검수대기"
"LOG_TOMORROW_FEEL_38","金","기록","내일 기대 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","2","1","가지","저녁","기대 하나가 내일의 밝은 운을 불러와요.","내일 기대하는 것 {num}{unit} 적어두기!","아주 소소한 일도 좋아요.","","Y","검수대기"
"LOG_BREATHING_39","金","기록","호흡 후 느낌 적기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞","1","2","1","단어","언제나","느낌을 붙잡는 순간 마음의 방향운이 또렷해져요.","숨을 고른 뒤 느낌 {num}{unit} 적기!","편함이나 보통처럼 짧게 적으면 돼요.","","Y","검수대기"
"LOG_CLOSE_40","金","기록","오늘 한 줄 마무리","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","1","1","문장","저녁","하루를 마무리하는 한 줄이 내일의 운을 준비해줘요.","오늘을 한 {num}{unit}으로 마무리하기!","완전한 문장이 아니어도 괜찮아요.","","Y","검수대기"
"DRINK_WATER_01","水","수분·회복","물 마시기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실,지금 있는 곳","1","2","1","잔","언제나","맑은 한 모금이 오늘의 기운을 채워줘요.","{place}에서 물 {num}{unit} 마시기!","한 번에 많이 마시기보다 천천히 나눠 마셔요.","","Y","검수대기"
"WATER_WAKE_02","水","수분·회복","일어나서 물 마시기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방","1","1","1","잔","아침","아침 한 잔이 오늘의 흐름을 산뜻하게 열어요.","일어나서 물 {num}{unit} 마시기!","미지근한 물을 한 모금씩 마셔도 좋아요.","","Y","검수대기"
"WATER_MEAL_03","水","수분·회복","식사 전 물 마시기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방,지금 있는 곳","1","1","1","잔","점심,저녁","식사 전의 작은 여유가 몸의 리듬을 도와줘요.","밥 먹기 전에 물 {num}{unit} 마시기!","속이 불편하면 식사와 시간을 조금 띄워요.","","Y","검수대기"
"FILL_TUMBLER_04","水","수분·회복","텀블러 채워두기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","2","1","번","아침,오후","눈에 보이는 준비가 오늘의 돌봄운을 지켜줘요.","{place}에서 텀블러 {num}{unit} 채워두기!","손이 닿는 곳에 두면 자연스럽게 마시기 쉬워요.","","Y","검수대기"
"WATER_SWAP_05","水","수분·회복","음료 한 잔 물로 바꾸기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,책상 앞","1","2","1","잔","오후","작은 바꾸기가 오늘의 몸을 가볍게 해줘요.","오늘 마실 음료 중 {num}{unit}은 물로 바꿔보기!","커피를 꼭 줄이라는 뜻은 아니에요.","","Y","검수대기"
"SIP_PAUSE_06","水","수분·회복","한 모금 쉬어가기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","3","1","번","언제나","잠깐의 한 모금이 오늘의 속도를 고르게 해줘요.","{place}에서 물 한 모금 {num}{unit} 마시기!","갈증이 나기 전에 편하게 한 모금 마셔요.","","Y","검수대기"
"WATER_BOTTLE_07","水","수분·회복","물병 가까이 두기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","1","1","개","아침","가까이 둔 물병이 오늘의 회복운을 도와줘요.","{place}에 물병 {num}{unit} 가까이 두기!","넘어지지 않는 자리를 골라요.","","Y","검수대기"
"DEEP_BREATH_08","水","수분·회복","깊게 숨 쉬기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실,지금 있는 곳","1","3","1","분","언제나","호흡을 고르면 오늘의 마음운도 잔잔해져요.","{place}에서 {num}{unit} 깊게 숨 쉬기!","어지러우면 평소 호흡으로 돌아와요.","","Y","검수대기"
"EYE_REST_09","水","수분·회복","눈 쉬게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","3","1","분","오후","잠깐의 눈 휴식이 오늘의 시야운을 맑게 해줘요.","{place}에서 {num}{unit} 눈 쉬게 하기!","눈을 감거나 먼 곳을 편하게 바라봐요.","","Y","검수대기"
"NECK_RELAX_10","水","수분·회복","목과 어깨 풀기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","3","1","분","언제나","긴장을 풀면 오늘의 기운이 다시 흐르기 시작해요.","{place}에서 {num}{unit} 목과 어깨 풀기!","고개를 천천히 기울이고 아프면 멈춰요.","","Y","검수대기"
"SIT_QUIET_11","水","수분·회복","아무것도 안 하고 앉기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,가까운 공원,지금 있는 곳","3","5","1","분","저녁","아무것도 하지 않는 시간이 오늘의 여백운이에요.","{place}에서 {num}{unit} 조용히 앉아 있기!","휴대폰을 잠시 내려놓고 편한 자세로 앉아요.","","Y","검수대기"
"WINDOW_GAZE_12","水","수분·회복","창밖 보기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,창가","1","3","1","분","언제나","창밖을 바라보면 마음의 흐름이 환기돼요.","{place}에서 {num}{unit} 창밖 보기!","눈부시면 시선을 조금 아래로 두어요.","","Y","검수대기"
"SHOULDER_BREATH_13","水","수분·회복","어깨 내리며 숨 쉬기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","3","5","1","번","언제나","내쉬는 숨마다 오늘의 무거움이 가벼워져요.","{place}에서 어깨를 내리며 숨 {num}{unit} 쉬기!","숨을 길게 억지로 참지 않아도 돼요.","","Y","검수대기"
"HAND_WARM_14","水","수분·회복","손 따뜻하게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실","1","3","1","분","언제나","따뜻한 손끝이 오늘의 안정운을 전해줘요.","{place}에서 손을 {num}{unit} 따뜻하게 하기!","너무 뜨거운 물은 피하고 편한 온도를 사용해요.","","Y","검수대기"
"FACE_WASH_15","水","수분·회복","얼굴 가볍게 씻기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,욕실","1","1","1","번","아침,오후","산뜻한 물기운이 오늘의 기분을 바꿔줘요.","{place}에서 얼굴을 {num}{unit} 가볍게 씻기!","피부가 예민하면 자극 없는 방법을 선택해요.","","Y","검수대기"
"QUIET_MUSIC_16","水","수분·회복","잔잔한 음악 듣기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,지금 있는 곳","3","5","1","분","저녁","잔잔한 소리가 오늘의 마음운을 고르게 해줘요.","{place}에서 잔잔한 음악 {num}{unit} 듣기!","소리는 편안한 크기로 맞춰요.","","Y","검수대기"
"PALM_PRESS_RELAX_17","水","수분·회복","손바닥 가볍게 문지르기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","2","1","분","언제나","손바닥의 온기가 오늘의 긴장을 녹여줘요.","{place}에서 손바닥을 {num}{unit} 문지르기!","피부가 아프지 않게 부드럽게 문질러요.","","Y","검수대기"
"STAND_LOOK_FAR_18","水","수분·회복","먼 곳 보기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,창가","1","3","1","분","오후","시선을 멀리 두면 오늘의 생각운도 넓어져요.","{place}에서 {num}{unit} 먼 곳 바라보기!","어지러우면 앉아서 편하게 바라봐요.","","Y","검수대기"
"SLOW_EXHALE_19","水","수분·회복","천천히 내쉬기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","3","5","1","번","언제나","길게 내쉬는 숨이 오늘의 마음을 다독여줘요.","{place}에서 숨을 {num}{unit} 천천히 내쉬기!","불편하면 평소 호흡으로 돌아와요.","","Y","검수대기"
"WATER_AFTER_WALK_20","水","수분·회복","걸은 뒤 물 마시기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,지금 있는 곳","1","1","1","잔","언제나","움직인 뒤의 한 잔이 오늘의 회복운을 채워줘요.","걸은 뒤 물 {num}{unit} 마시기!","목이 마르면 천천히 나눠 마셔요.","","Y","검수대기"
"REST_FEET_21","水","수분·회복","발 편히 쉬게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞","3","5","1","분","저녁","발을 쉬게 하면 오늘의 걸음운도 편안해져요.","{place}에서 발을 편히 두고 {num}{unit} 쉬기!","발이 붓거나 통증이 심하면 의료진과 상담하세요.","","Y","검수대기"
"SIT_BACK_22","水","수분·회복","등받이에 기대기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,책상 앞","1","3","1","분","언제나","잠시 기대는 여유가 오늘의 힘을 되돌려줘요.","{place}에서 등받이에 기대 {num}{unit} 쉬기!","허리가 불편하지 않은 편한 자세를 찾아요.","","Y","검수대기"
"WATER_BEFORE_OUT_23","水","수분·회복","외출 전 물 챙기기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,현관","1","1","1","병","아침,오후","미리 챙기는 한 병이 오늘의 든든한 운이 돼요.","외출 전 물 {num}{unit} 챙기기!","필요한 만큼만 가볍게 챙겨요.","","Y","검수대기"
"WATER_REFILL_24","水","수분·회복","물병 다시 채우기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,책상 앞","1","2","1","번","오후","다시 채우는 행동이 오늘의 돌봄운을 이어줘요.","물병을 {num}{unit} 다시 채우기!","물 섭취 제한 안내를 받았다면 그 지침을 따라요.","","Y","검수대기"
"CALM_CORNER_25","水","수분·회복","조용한 곳 찾기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,사무실,가까운 공원","1","1","1","곳","언제나","나만의 조용한 자리가 오늘의 평온운을 줘요.","{place}에서 조용한 곳 {num}{unit} 찾아보기!","완전히 조용하지 않아도 편하면 충분해요.","","Y","검수대기"
"BREATH_COUNT_26","水","수분·회복","숨 횟수 세기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","3","5","1","번","언제나","호흡을 세면 흩어진 마음이 오늘로 돌아와요.","편한 숨 {num}{unit} 세어보기!","숨을 조절하려 애쓰지 말고 자연스럽게 세어요.","","Y","검수대기"
"EYE_BLINK_27","水","수분·회복","눈 천천히 깜빡이기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","5","10","5","번","오후","부드러운 깜빡임이 오늘의 시야운을 쉬게 해줘요.","{place}에서 눈을 {num}{unit} 천천히 깜빡이기!","눈을 세게 감지 말고 편하게 깜빡여요.","","Y","검수대기"
"WRIST_REST_28","水","수분·회복","손목 쉬게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","3","1","분","언제나","손목에 쉼을 주면 오늘의 일운도 한결 부드러워져요.","{place}에서 손목을 쉬게 하며 {num}{unit} 멈추기!","통증이 계속되면 반복 동작을 줄이고 상담하세요.","","Y","검수대기"
"QUIET_TEA_29","水","수분·회복","따뜻한 물 한 모금","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방,사무실","1","2","1","모금","오전,오후","따뜻한 한 모금이 오늘의 속도를 누그러뜨려요.","{place}에서 따뜻한 물 {num}{unit} 마시기!","뜨겁지 않은 온도로 천천히 마셔요.","","Y","검수대기"
"PAUSE_WINDOW_30","水","수분·회복","창가에서 숨 고르기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,사무실,창가","1","3","1","분","언제나","창가의 짧은 멈춤이 오늘의 여유운을 열어요.","{place}에서 {num}{unit} 숨 고르기!","편한 자세로 서거나 앉아서 해요.","","Y","검수대기"
"REST_SHOULDERS_31","水","수분·회복","어깨 힘 빼기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","3","5","1","번","언제나","힘을 빼는 순간 오늘의 기운이 부드럽게 돌아와요.","{place}에서 어깨 힘을 {num}{unit} 빼기!","숨을 내쉬며 가볍게 내려놓아요.","","Y","검수대기"
"WATER_VISUAL_32","水","수분·회복","물 마실 자리 만들기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","1","1","곳","아침","마실 자리를 만들면 오늘의 회복운이 가까워져요.","{place}에 물 마실 자리 {num}{unit} 만들기!","컵이 넘어지지 않는 평평한 곳을 골라요.","","Y","검수대기"
"SIT_SUN_33","水","수분·회복","햇빛 아래 잠깐 쉬기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,가까운 공원,창가","3","5","1","분","아침","밝은 곳의 쉼이 오늘의 기분운을 채워줘요.","{place}에서 {num}{unit} 햇빛 아래 쉬기!","햇빛이 강하면 그늘에서 쉬고 눈부심을 피하세요.","","Y","검수대기"
"SOUND_PAUSE_34","水","수분·회복","주변 소리 듣기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,가까운 공원,사무실","1","3","1","분","언제나","소리를 듣는 순간 오늘의 마음이 제자리로 돌아와요.","{place}에서 주변 소리를 {num}{unit} 듣기!","좋고 나쁨을 판단하지 말고 그냥 들어봐요.","","Y","검수대기"
"WATER_CUP_RINSE_35","水","수분·회복","물컵 준비하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,주방,사무실","1","2","1","개","아침","깨끗한 컵 하나가 오늘의 돌봄운을 시작해줘요.","물컵 {num}{unit} 준비하기!","깨끗한 컵을 사용하고 물 섭취 제한 지침은 따라요.","","Y","검수대기"
"CALM_WORD_36","水","수분·회복","나에게 다정한 말 하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,지금 있는 곳","1","2","1","문장","언제나","다정한 한마디가 오늘의 마음운을 지켜줘요.","나에게 다정한 말 {num}{unit} 건네기!","억지로 긍정하지 말고 괜찮다고 말해도 충분해요.","","Y","검수대기"
"FACE_RELAX_37","水","수분·회복","얼굴 힘 풀기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","2","1","분","언제나","얼굴의 힘을 풀면 오늘의 긴장도 누그러져요.","{place}에서 얼굴 힘을 {num}{unit} 풀기!","이를 꽉 물고 있었다면 턱을 살짝 느슨하게 해요.","","Y","검수대기"
"WATER_CHECK_38","水","수분·회복","갈증 확인하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,사무실","1","3","1","번","언제나","내 몸의 신호를 듣는 것이 오늘의 회복운이에요.","오늘 갈증을 {num}{unit} 확인하기!","갈증이 느껴지면 편하게 물을 마시고 제한 지침은 따라요.","","Y","검수대기"
"REST_HANDS_39","水","수분·회복","손 쉬게 하기","SELF_TIMER","사용자수행형","사용자경과시간_초","N","사용자 시작 후 경과시간 기록","사용자 경과시간 또는 완료 확인","집,책상 앞,사무실","1","3","1","분","언제나","잠시 손을 쉬게 하면 오늘의 속도가 부드러워져요.","{place}에서 손을 내려놓고 {num}{unit} 쉬기!","손에 힘이 들어간 일을 했다면 가볍게 털어줘요.","","Y","검수대기"
"RECOVERY_CLOSE_40","水","수분·회복","오늘의 쉼 정하기","SELF_CHECK","사용자수행형","사용자확인,수행횟수(선택)","N","해당 없음","사용자가 완료를 확인","집,책상 앞,침실","1","1","1","가지","저녁","나에게 필요한 쉼을 고르는 것이 오늘의 가장 큰 행운이에요.","오늘 나에게 필요한 쉼 {num}{unit} 정하기!","아무것도 하지 않는 쉼도 좋은 선택이에요.","","Y","검수대기"
"RUN_LIGHT_01","木","유산소","가볍게 뛰기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","가까운 공원,집 주변","300","500","100","m","아침,오후","가벼운 뜀걸음이 오늘의 활력운을 깨워줘요.","{place}에서 {num}{unit} 가볍게 뛰기!","걷기부터 시작하고 숨이 차거나 통증이 있으면 바로 걷기로 바꿔요.","HIGH_IMPACT","N","검수대기"
"RUN_PARK_02","木","유산소","공원에서 천천히 달리기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","가까운 공원,집 주변","400","600","100","m","아침,오후","천천히 달리는 리듬이 오늘의 기분을 환기해줘요.","{place}에서 {num}{unit} 천천히 달리기!","평지와 밝은 길을 고르고 보폭은 작게 유지해요.","HIGH_IMPACT","N","검수대기"
"RUN_WALK_03","木","유산소","걷고 뛰기 번갈아 하기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","가까운 공원,집 주변","300","500","100","m","오후","걷기와 뜀걸음을 섞으면 오늘의 흐름이 자연스러워져요.","{place}에서 {num}{unit} 걷고 뛰기 번갈아 하기!","힘들면 뛰는 구간을 줄이고 걷기만 해도 괜찮아요.","HIGH_IMPACT","N","검수대기"
"RUN_SHORT_04","木","유산소","짧은 거리 뛰기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","집 주변,가까운 산책로","200","400","100","m","언제나","짧은 도전이 오늘의 자신감을 한 걸음 키워줘요.","{place}에서 {num}{unit} 짧은 거리 뛰기!","출발 전 발목을 가볍게 풀고 무리해서 속도를 내지 않아요.","HIGH_IMPACT","N","검수대기"
"RUN_EVENING_05","木","유산소","저녁 가볍게 뛰기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","집 주변,가까운 공원","300","500","100","m","저녁","하루의 끝에 가벼운 달리기가 기분 좋은 활력을 남겨줘요.","{place}에서 {num}{unit} 가볍게 뛰기!","어두운 길은 피하고 이어폰 소리는 주변 소리가 들리게 해요.","HIGH_IMPACT","N","검수대기"
"RUN_ROUTE_06","木","유산소","익숙한 길 달리기","MODEL_DISTANCE","모델측정형","이동거리_m,유효활동시간_초,걸음수,케이던스_spm(선택)","Y","미션 시작 후 GPS·움직임 모델 활성","모델이 인식한 이동거리_m가 목표 이상","집 주변,가까운 산책로","500","800","100","m","아침,오후","익숙한 길을 달리면 오늘의 도전운이 안정적으로 자라요.","{place}에서 익숙한 길을 따라 {num}{unit} 달리기!","신호와 보행자를 살피고 컨디션이 좋지 않으면 걷기로 전환해요.","HIGH_IMPACT","N","검수대기"
"STAIR_COUNT_01","木","유산소","계단 10칸 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","10","15","5","칸","아침,오후","한 칸씩 오르는 힘이 오늘의 자신감을 세워줘요.","{place}에서 계단 {num}{unit} 오르기!","난간을 잡고 천천히 올라가요. 무릎이 불편하면 걷기로 바꿔요.","HIGH_IMPACT","Y","검수대기"
"STAIR_COUNT_02","木","유산소","계단 천천히 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","10","20","5","칸","오후","천천히 쌓는 한 칸이 오늘의 활력운이 돼요.","{place}에서 계단 {num}{unit} 천천히 오르기!","발 전체를 디디고 난간을 잡아 균형을 지켜요.","HIGH_IMPACT","Y","검수대기"
"STAIR_COUNT_03","木","유산소","난간 잡고 계단 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","15","20","5","칸","언제나","안정된 한 걸음이 오늘의 좋은 흐름을 만들어요.","{place}에서 난간을 잡고 계단 {num}{unit} 오르기!","한 칸씩 오르고 숨이 차면 중간에 쉬어가요.","HIGH_IMPACT","Y","검수대기"
"STAIR_COUNT_04","木","유산소","가까운 계단 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","15","25","5","칸","아침,오후","가까운 계단의 작은 선택이 오늘의 기운을 깨워줘요.","{place}에서 가까운 계단 {num}{unit} 오르기!","미끄럽거나 어두운 계단은 피하고 발밑을 살펴요.","HIGH_IMPACT","Y","검수대기"
"STAIR_COUNT_05","木","유산소","식사 뒤 계단 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실","10","20","5","칸","점심,저녁","식사 뒤의 가벼운 움직임이 몸의 리듬을 도와줘요.","식사 뒤 {place}에서 계단 {num}{unit} 오르기!","식사 직후 불편하면 잠깐 쉬었다가 시작해요.","HIGH_IMPACT","Y","검수대기"
"STAIR_COUNT_06","木","유산소","계단 20칸 도전하기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","20","25","5","칸","오후","조금 더 오르는 선택이 오늘의 성취운을 키워줘요.","{place}에서 계단 {num}{unit} 도전하기!","무릎이나 발목에 통증이 있으면 목표를 낮추거나 멈춰요.","HIGH_IMPACT","Y","검수대기"
"STAIR_COUNT_07","木","유산소","계단 쉬어가며 오르기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","20","30","5","칸","언제나","쉬어가는 힘이 오늘의 도전을 오래 이어줘요.","{place}에서 쉬어가며 계단 {num}{unit} 오르기!","중간에 멈춰 숨을 고르고 난간에서 손을 떼지 않아요.","HIGH_IMPACT","Y","검수대기"
"STAIR_COUNT_08","木","유산소","계단으로 한 번 이동하기","MODEL_STAIR_COUNT","모델측정형","계단칸수,걸음수,고도변화_m(선택)","Y","미션 시작 후 계단 인식 모델 활성","모델이 인식한 계단칸수가 목표 이상","집,사무실,지하철역","15","30","5","칸","오후","일상의 이동을 바꾸면 오늘의 활력도 달라져요.","{place}에서 계단 {num}{unit} 오르며 이동하기!","엘리베이터를 타야 할 만큼 힘들면 무리하지 않아요.","HIGH_IMPACT","Y","검수대기"
